City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Punta Cardon,VE,11.6581,-70.215,81.99,64,70,30.29,broken clouds
343,Meulaboh,ID,4.1363,96.1285,76.82,90,20,4.34,few clouds
344,Awbari,LY,26.5921,12.7805,60.44,16,2,8.34,clear sky
345,Oudtshoorn,ZA,-33.5907,22.2014,55.76,81,100,8.55,light rain
346,Ibra,OM,22.6906,58.5334,74.59,30,5,1.63,clear sky
347,Boa Vista,BR,2.8197,-60.6733,91.38,43,40,9.22,scattered clouds
348,Lopatyn,UA,50.2202,24.8483,29.26,79,38,6.24,scattered clouds
349,Bogovarovo,RU,58.9785,47.0246,13.66,99,77,3.38,broken clouds
350,Port Hardy,CA,50.6996,-127.4199,44.56,89,100,12.46,overcast clouds
351,Kroya,ID,-7.6331,109.2461,78.87,89,100,4.45,overcast clouds
352,Am Timan,TD,11.0297,20.2827,89.83,13,53,1.25,broken clouds
353,Kamaishi,JP,39.2667,141.8833,44.53,98,100,4.5,light rain
354,Lagoa,PT,39.05,-27.9833,55.33,58,72,14.16,broken clouds
355,Labuhan,ID,-6.8844,112.2051,77.76,90,100,6.35,overcast clouds
356,Byron Bay,AU,-28.65,153.6167,63.95,84,57,7.49,broken clouds
357,Biltine,TD,14.5333,20.9167,82.58,13,46,9.17,scattered clouds
358,Okha,RU,53.5739,142.9478,2.34,100,100,5.14,overcast clouds
359,Beinamar,TD,8.6698,15.3813,86.09,16,4,4.79,clear sky
360,Doha,QA,25.2867,51.5333,73.38,88,20,12.66,few clouds
361,Toora-Khem,RU,52.4675,96.11,8.74,97,100,2.55,light snow
362,Naifaru,MV,5.4444,73.3657,82.54,71,100,2.89,overcast clouds
363,Halifax,CA,44.6453,-63.5724,31.21,46,9,15.01,clear sky
364,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,81,2,14.34,clear sky
365,Dabola,GN,10.75,-11.1167,87.66,21,93,2.15,overcast clouds
366,Imbituba,BR,-28.24,-48.6703,70.83,95,100,4.36,overcast clouds
367,Nohar,IN,29.1833,74.7667,77.58,28,0,6.17,clear sky
368,Ughelli,NG,5.4899,6.0074,79.68,87,66,5.17,broken clouds
369,Saint Leonard,CA,47.173,-67.9247,19.78,76,94,15.48,light snow
370,Kwinana,AU,-32.25,115.7667,67.17,87,27,4.65,scattered clouds
371,Srednekolymsk,RU,67.45,153.6833,-15.7,99,100,4.83,overcast clouds
372,Zacualpan,MX,21.25,-105.1667,94.62,57,0,7.87,clear sky
373,Satipo,PE,-11.2522,-74.6386,71.46,96,100,1.36,overcast clouds
374,Sakakah,SA,29.9697,40.2064,56.17,35,0,5.91,clear sky
375,Svetlogorsk,BY,52.6333,29.7333,28.62,78,14,2.44,few clouds
376,Ekhabi,RU,53.5102,142.9671,1.71,100,100,4.76,overcast clouds
377,Lazaro Cardenas,MX,17.9583,-102.2,81.88,54,0,10.07,clear sky
378,Cotonou,BJ,6.3654,2.4183,83.35,76,10,11.56,clear sky
379,Kenai,US,60.5544,-151.2583,30.29,65,0,25.32,clear sky
380,Siderno,IT,38.2779,16.302,50.34,75,6,2.39,clear sky
381,Kichera,RU,55.9375,110.0997,-7.91,87,67,6.42,broken clouds
382,Uyuni,BO,-20.4597,-66.825,60.82,22,0,13.35,clear sky
383,Pangnirtung,CA,66.1451,-65.7125,-18.09,95,25,3.36,scattered clouds
384,Maumere,ID,-8.6199,122.2111,80.04,79,83,0.36,broken clouds
385,Nagornskiy,RU,58.7731,57.5451,5.79,96,100,3.96,overcast clouds
386,Charters Towers,AU,-20.1,146.2667,68.77,84,98,7.27,overcast clouds
387,Dingle,PH,10.9995,122.6711,76.53,91,31,5.26,scattered clouds
388,Mombasa,KE,-4.0547,39.6636,77.47,84,99,7.78,overcast clouds
389,Umm Lajj,SA,25.0213,37.2685,67.68,58,56,12.88,broken clouds
390,Kavieng,PG,-2.5744,150.7967,81.61,79,62,11.65,light rain
391,Akyab,MM,20.15,92.9,74.91,51,6,9.01,clear sky
392,Barcelos,PT,41.5388,-8.6151,51.85,91,100,6.87,overcast clouds
393,Necochea,AR,-38.5473,-58.7368,67.75,64,5,10.51,clear sky
394,Richards Bay,ZA,-28.783,32.0377,77.47,81,0,12.37,clear sky
395,Clyde River,CA,70.4692,-68.5914,-10.41,94,100,7.38,overcast clouds
396,Bubaque,GW,11.2833,-15.8333,75.83,77,100,15.03,overcast clouds
397,Makakilo City,US,21.3469,-158.0858,80.92,55,20,8.05,few clouds
398,Vila Franca Do Campo,PT,37.7167,-25.4333,56.19,62,100,17.16,overcast clouds
399,Geraldton,AU,-28.7667,114.6,63.01,82,3,4.61,clear sky
400,Pierre,US,44.3683,-100.351,58.05,38,0,16.11,clear sky
401,Udachnyy,RU,66.4167,112.4,-27.98,100,99,2.51,overcast clouds
402,Haines Junction,CA,60.7522,-137.5108,8.94,83,100,3.6,overcast clouds
403,Half Moon Bay,US,37.4636,-122.4286,68.05,63,40,9.22,scattered clouds
404,Hay River,CA,60.8156,-115.7999,-3.51,82,86,11.63,overcast clouds
405,Yomou,GN,7.5603,-9.2653,77.43,74,19,4.54,light rain
406,Calvinia,ZA,-31.4707,19.776,55.89,76,33,10.2,scattered clouds
407,Daru,PG,-9.0763,143.2092,80.33,86,51,5.46,broken clouds
408,Camacha,PT,33.0833,-16.3333,58.42,67,40,19.57,scattered clouds
409,Veshkayma,RU,54.05,47.1333,20.7,95,100,9.8,light snow
410,Concarneau,FR,47.875,-3.9225,49.82,83,100,4.65,overcast clouds
411,Namatanai,PG,-3.6667,152.4333,80.04,77,100,7.47,overcast clouds
412,Tasiilaq,GL,65.6145,-37.6368,30.36,80,100,20.29,overcast clouds
413,Acapulco,MX,16.8634,-99.8901,80.42,69,0,12.66,clear sky
414,Christchurch,NZ,-43.5333,172.6333,58.95,77,100,6.91,overcast clouds
415,Grindavik,IS,63.8424,-22.4338,36.07,80,0,14.97,clear sky
416,Hirara,JP,24.8,125.2833,70.77,74,52,6.33,broken clouds
417,Solwezi,ZM,-12.1688,26.3894,61.74,94,100,3.56,overcast clouds
418,Pisco,PE,-13.7,-76.2167,78.85,61,20,12.66,few clouds
419,Masvingo,ZW,-20.0637,30.8277,65.03,79,1,6.08,clear sky
420,Fortuna,US,40.5982,-124.1573,55.9,65,100,3.44,overcast clouds
421,Lasa,IT,46.6166,10.7002,34.36,93,37,3.2,scattered clouds
422,Berlevag,NO,70.8578,29.0864,33.75,80,0,16.11,clear sky
423,Saint-Augustin,CA,51.226,-58.6502,19.62,71,100,26.82,overcast clouds
424,High Level,CA,58.5169,-117.136,0.27,77,100,5.84,overcast clouds
425,Dholka,IN,22.7167,72.4667,79.18,20,0,4.9,clear sky
426,Birao,CF,10.2849,22.7882,80.96,14,57,6.91,broken clouds
427,Kutum,SD,14.2,24.6667,72.37,15,7,12.06,clear sky
428,Togur,RU,58.3631,82.8265,-18.0,100,79,3.8,broken clouds
429,Cheremukhovo,RU,60.3484,59.9851,5.79,99,100,2.75,overcast clouds
430,Cananea,MX,30.95,-110.3,68.76,9,0,14.63,clear sky
431,Carayao,PY,-25.1833,-56.4,85.91,41,1,5.46,clear sky
432,Fernie,CA,49.5,-115.0687,38.12,90,94,5.14,overcast clouds
433,Luoyang,CN,34.6836,112.4536,53.89,79,4,4.74,clear sky
434,Mar Del Plata,AR,-38.0023,-57.5575,69.82,84,0,10.36,clear sky
435,Moultrie,US,31.1799,-83.7891,55.81,28,0,0.0,clear sky
436,Ust-Kuyga,RU,70.0167,135.6,-21.57,100,100,0.25,overcast clouds
437,Borgarnes,IS,64.5383,-21.9206,34.65,86,58,7.14,light snow
438,Magdagachi,RU,53.45,125.8,-1.12,97,18,2.84,few clouds
439,Opuwo,NA,-18.0607,13.84,66.83,84,100,7.4,overcast clouds
440,Champerico,GT,14.3,-91.9167,85.69,61,77,14.14,broken clouds
441,Sergeyevka,KZ,53.88,67.4158,9.88,95,100,8.14,overcast clouds
442,Laguna,US,38.421,-121.4238,66.76,47,20,10.36,few clouds
443,Askino,RU,56.0901,56.5783,5.27,98,100,5.39,overcast clouds
444,Kushiro,JP,42.975,144.3747,31.26,95,100,8.28,light snow
445,Aldan,RU,58.6031,125.3894,-1.34,99,100,2.84,overcast clouds
446,Mathbaria,BD,22.2876,89.9593,71.42,31,49,6.31,scattered clouds
447,Mayumba,GA,-3.432,10.6554,77.94,86,91,2.95,overcast clouds
448,Guerrero Negro,MX,27.9769,-114.0611,68.43,48,0,14.5,clear sky
449,Samarai,PG,-10.6167,150.6667,83.19,76,42,12.66,scattered clouds
450,Sompeta,IN,18.9333,84.6,77.27,46,100,4.0,overcast clouds
451,Mabaruma,GY,8.2,-59.7833,76.33,94,95,7.2,overcast clouds
452,Suntar,RU,62.1444,117.6319,0.25,98,100,4.38,overcast clouds
453,Praya,CV,14.9215,-23.5087,72.14,64,20,21.85,few clouds
454,Altay,CN,47.8667,88.1167,34.07,99,100,3.53,light snow
455,Avera,US,33.194,-82.5271,55.38,21,0,5.12,clear sky
456,Miranda,CO,3.2499,-76.2281,80.94,54,22,0.92,few clouds
457,Hobyo,SO,5.3505,48.5268,78.96,74,78,17.38,broken clouds
458,Maputo,MZ,-25.9653,32.5892,79.23,83,0,5.01,clear sky
459,Quatre Cocos,MU,-20.2078,57.7625,78.1,85,90,15.73,moderate rain
460,Littleton,US,39.6133,-105.0166,64.63,20,20,9.22,few clouds
461,Vondrozo,MG,-22.8167,47.2833,65.53,98,98,2.42,light rain
462,Privodino,RU,61.0781,46.5044,22.75,95,98,6.93,light snow
463,Weatherford,US,32.7593,-97.7972,67.33,16,96,4.0,overcast clouds
464,Vanimo,PG,-2.6741,141.3028,76.95,92,87,5.23,overcast clouds
465,Elk Point,US,42.6833,-96.6836,62.44,33,49,9.46,scattered clouds
466,Mulchen,CL,-37.7167,-72.2333,89.46,16,0,10.0,clear sky
467,Shache,CN,38.4167,77.2406,55.99,27,12,7.78,few clouds
468,San Jose,US,37.3394,-121.895,68.45,53,75,12.66,broken clouds
469,Yangjiang,CN,21.85,111.9667,68.81,89,60,2.19,broken clouds
470,Correntina,BR,-13.3433,-44.6367,84.7,53,56,3.0,broken clouds
471,Anshun,CN,26.25,105.9333,59.72,91,100,4.72,overcast clouds
472,Iquique,CL,-20.2208,-70.1431,73.44,77,20,7.49,few clouds
473,Lavrentiya,RU,65.5833,-171.0,4.05,69,1,5.93,clear sky
474,Samana,DO,19.2056,-69.3369,84.42,74,40,6.91,scattered clouds
475,Goderich,CA,43.7501,-81.7165,27.91,85,100,17.58,light snow
476,Skibbereen,IE,51.55,-9.2667,44.11,76,7,8.97,clear sky
477,Orel-Izumrud,RU,43.4583,39.9244,32.02,86,20,7.0,few clouds
478,Floro,NO,61.5996,5.0328,45.97,65,75,20.71,light rain
479,Fairbanks,US,64.8378,-147.7164,7.14,45,0,4.61,clear sky
480,Kimbe,PG,-5.5502,150.1429,75.58,94,87,2.75,overcast clouds
481,Sioux Lookout,CA,50.1001,-91.917,19.33,78,100,8.14,overcast clouds
482,Alim,PH,9.5649,122.4876,80.15,83,23,2.08,few clouds
483,Sarahan,IN,31.5167,77.8,46.96,35,0,11.59,clear sky
484,Buala,SB,-8.145,159.5921,79.25,81,98,2.59,overcast clouds
485,Fukue,JP,32.6881,128.8419,61.92,95,100,8.61,overcast clouds
486,Vodnyy,RU,63.5046,53.4095,16.72,98,100,3.02,overcast clouds
487,Wailuku,US,20.8911,-156.5047,84.38,63,40,14.0,scattered clouds
488,Padang,ID,-0.9492,100.3543,77.52,88,100,4.61,moderate rain
489,Juazeiro,BR,-9.4117,-40.4986,91.58,46,20,5.75,light rain
490,Nyanguge,TZ,-2.55,33.2,70.86,73,94,9.46,overcast clouds
491,Merauke,ID,-8.4667,140.3333,78.55,91,62,8.61,broken clouds
492,Veraval,IN,20.9,70.3667,78.91,52,0,9.64,clear sky
493,Carballo,ES,43.213,-8.691,46.09,91,100,4.99,light rain
494,Capreol,CA,46.706,-80.9225,25.56,76,100,3.0,overcast clouds
495,Pitimbu,BR,-7.4706,-34.8086,84.79,73,100,9.91,overcast clouds
496,Waingapu,ID,-9.6567,120.2641,78.98,85,96,4.14,overcast clouds
497,Muisne,EC,0.6,-80.0333,81.86,73,41,7.76,scattered clouds
498,Grand Gaube,MU,-20.0064,57.6608,78.39,85,56,5.99,broken clouds
499,Juneau,US,58.3019,-134.4197,35.6,90,75,8.05,broken clouds
500,Mango,US,27.9797,-82.3065,70.11,52,0,9.22,clear sky
501,Port Keats,AU,-14.25,129.55,77.36,87,92,4.03,overcast clouds
502,Tshane,BW,-24.0196,21.8684,75.27,55,100,3.42,overcast clouds
503,Bombo,ID,-8.6131,119.0131,78.3,87,100,2.46,overcast clouds
504,Narok,KE,-1.0783,35.8601,60.44,68,80,2.1,broken clouds
505,Hofn,IS,64.2539,-15.2082,36.52,62,100,11.36,overcast clouds
506,Klaksvik,FO,62.2266,-6.589,45.52,93,100,19.48,overcast clouds
507,Belaya Gora,RU,68.5333,146.4167,-8.3,99,100,1.63,overcast clouds
508,Garango,BF,11.8,-0.5506,92.12,15,94,5.26,overcast clouds
509,Solikamsk,RU,59.6196,56.7729,15.69,95,100,7.11,overcast clouds
510,Palora,EC,-1.7,-77.9333,78.91,80,100,1.34,light rain
511,Salekhard,RU,66.53,66.6019,-5.21,100,100,1.32,overcast clouds
512,Chuy,UY,-33.6971,-53.4616,69.58,55,4,9.08,clear sky
513,Yazykovo,RU,55.2199,56.1353,5.52,99,100,5.21,overcast clouds
514,Xining,CN,36.6167,101.7667,37.58,53,7,2.55,clear sky
515,Tual,ID,-5.6667,132.75,83.64,75,100,6.42,overcast clouds
516,Sawtell,AU,-30.3833,153.1,63.19,94,40,6.91,scattered clouds
517,Saint-Nazaire,FR,47.2833,-2.2,49.03,88,0,5.75,clear sky
518,Akdepe,TM,42.0551,59.3788,46.33,39,100,7.81,overcast clouds
519,Jalu,LY,29.0331,21.5482,58.39,39,1,6.93,clear sky
520,Businga,CD,3.3333,20.8833,75.22,75,100,3.06,overcast clouds
521,Poum,NC,-20.2333,164.0167,80.92,79,97,12.71,overcast clouds
522,General Pico,AR,-35.6566,-63.7568,81.97,33,38,4.0,scattered clouds
523,Priladozhskiy,RU,59.85,31.4833,29.53,1,100,3.27,overcast clouds
524,Nara,JP,34.6851,135.8049,56.5,89,96,5.37,light rain
525,Ugoofaaru,MV,5.6667,73.0,82.65,70,71,3.29,broken clouds
526,Totness,SR,5.8833,-56.3167,80.19,78,80,11.97,broken clouds
527,Lauro Muller,BR,-28.3928,-49.3967,65.44,100,100,0.34,overcast clouds
528,Farafangana,MG,-22.8167,47.8333,75.33,86,70,6.26,light rain
529,Mgachi,RU,51.05,142.2667,13.93,98,99,2.46,overcast clouds
530,Novodugino,RU,55.6305,34.2842,31.35,91,100,10.94,overcast clouds
531,Leningradskiy,RU,69.3833,178.4167,-9.4,95,100,7.09,overcast clouds
532,Carutapera,BR,-1.195,-46.02,78.26,90,97,8.68,overcast clouds
533,Taiyuan,CN,37.8694,112.5603,46.26,76,100,2.24,mist
534,Jesus Carranza,MX,17.4333,-95.0333,75.54,52,92,9.69,overcast clouds
535,Valparaiso,CL,-33.0393,-71.6273,66.43,73,20,11.5,fog
536,Hecun,CN,36.5333,114.1111,52.68,70,47,2.73,scattered clouds
537,San Quintin,MX,30.4833,-115.95,65.71,56,0,19.93,clear sky
538,Marrakesh,MA,31.6315,-8.0083,66.27,55,40,12.66,scattered clouds
539,Komsomolskiy,UZ,40.4272,71.7189,52.52,93,100,6.91,fog
540,Hambantota,LK,6.1241,81.1185,77.67,80,75,9.44,broken clouds
541,Manokwari,ID,-0.8667,134.0833,78.17,79,59,2.71,broken clouds
542,Mount Gambier,AU,-37.8333,140.7667,58.91,94,100,6.91,mist
543,Chapais,CA,49.7834,-74.8492,10.22,76,100,9.91,overcast clouds
544,Naze,JP,28.3667,129.4833,63.61,89,9,5.21,clear sky
545,Nathdwara,IN,24.9333,73.8167,75.78,22,0,4.0,clear sky
546,Flinders,AU,-34.5833,150.8552,60.26,92,4,3.0,clear sky
547,Khasan,RU,42.4308,130.6434,35.24,94,100,6.35,overcast clouds
548,Saint-Louis,SN,16.3333,-15.0,87.73,5,1,10.4,clear sky
549,Tevaitoa,PF,-16.7833,-151.5,81.16,74,72,9.84,broken clouds
550,Plastun,RU,44.7561,136.2939,25.18,92,66,3.29,broken clouds
551,Nosy Varika,MG,-20.5833,48.5333,75.65,88,100,5.12,moderate rain
552,Shitanjing,CN,39.2342,106.3439,41.09,23,45,3.74,scattered clouds
553,Lixourion,GR,38.2019,20.4314,44.76,89,100,6.69,overcast clouds
554,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,85,20,9.22,few clouds
555,Tres Passos,BR,-27.4556,-53.9319,78.66,48,31,8.88,scattered clouds
556,Pacific Grove,US,36.6177,-121.9166,64.38,76,40,5.75,scattered clouds
557,Coquimbo,CL,-29.9533,-71.3436,65.93,72,20,11.5,few clouds
558,Marysville,US,48.0518,-122.1771,56.71,66,100,9.22,overcast clouds
559,Zhezkazgan,KZ,47.8043,67.7144,20.23,94,54,6.62,broken clouds
560,Sabha,LY,27.0377,14.4283,59.77,18,0,9.06,clear sky
561,Iguape,BR,-24.7081,-47.5553,74.97,89,99,9.69,overcast clouds
562,Elat,IL,29.5581,34.9482,54.68,60,9,15.61,clear sky
563,Cuneo,IT,44.3973,7.5445,44.19,94,100,8.05,light rain
564,Riyadh,SA,24.6877,46.7219,69.94,25,0,16.53,clear sky
565,Bargur,IN,12.5424,78.3539,71.46,52,45,0.43,scattered clouds
566,Fredericksburg,US,38.3032,-77.4605,46.62,36,0,11.5,clear sky
567,Takoradi,GH,4.8845,-1.7554,80.91,83,57,8.03,moderate rain
568,Ronneby,SE,56.21,15.276,36.1,51,0,9.22,clear sky
569,Aswan,EG,24.0934,32.907,62.37,24,0,17.81,clear sky
570,Osmanabad,IN,18.1667,76.05,78.69,19,0,12.35,clear sky
571,Lapeer,US,43.0514,-83.3188,39.06,64,100,12.66,overcast clouds
572,Pombia,IT,45.653,8.6336,47.25,48,100,3.44,light rain
573,Bukama,CD,-9.2,25.85,67.93,96,99,0.98,overcast clouds
574,Makarov,RU,48.6333,142.8,19.99,96,91,3.27,overcast clouds
575,Changji,CN,44.0167,87.3167,47.19,87,75,11.18,broken clouds
576,Suksun,RU,57.1431,57.3949,6.73,96,100,5.59,overcast clouds
577,Teluknaga,ID,-6.0989,106.6381,84.61,88,20,4.61,mist
578,Olga,RU,43.7444,135.2892,28.06,96,58,3.85,broken clouds
579,Paso De Los Toros,UY,-32.8167,-56.5167,72.41,49,13,4.81,few clouds
580,La Rioja,ES,42.25,-2.5,40.78,58,100,5.88,overcast clouds
581,Colombo,LK,6.9319,79.8478,77.77,82,99,6.89,overcast clouds
582,Bowen,AU,-20.0167,148.2333,77.41,73,54,14.63,broken clouds
583,Evensk,RU,61.95,159.2333,5.4,81,6,8.66,clear sky
584,Capao Bonito,BR,-24.0058,-48.3494,68.92,98,100,2.28,overcast clouds
585,Mushie,CD,-3.0167,16.9,72.39,87,58,1.1,broken clouds
586,Rincon,US,32.296,-81.2354,58.86,24,0,5.75,clear sky
587,Saint-Georges,GD,12.0564,-61.7485,79.68,65,100,15.05,overcast clouds
588,Xingyi,CN,24.1877,102.817,56.98,44,1,3.0,clear sky
589,Coahuayana,MX,18.7333,-103.6833,87.69,39,0,8.01,clear sky
590,Lerik,AZ,38.7726,48.4128,32.02,99,100,5.19,snow
591,Illapel,CL,-31.6308,-71.1653,80.69,43,0,8.55,clear sky
592,Zyryanka,RU,65.75,150.85,-12.26,100,100,3.04,overcast clouds
593,Shelburne,CA,44.0787,-80.2041,25.9,80,100,16.06,overcast clouds
594,Waiouru,NZ,-39.4833,175.6667,52.14,81,99,5.08,overcast clouds
595,Lalsot,IN,26.5667,76.3333,73.26,31,0,2.35,clear sky
596,Berezniki,RU,59.4152,56.8124,15.62,95,100,6.96,overcast clouds
597,Ishigaki,JP,24.3448,124.1572,70.93,72,8,6.58,clear sky
598,Iralaya,HN,15.0,-83.2333,83.26,64,14,14.03,few clouds
599,Khaniotis,GR,39.9991,23.58,41.56,56,100,1.61,overcast clouds
600,Stornoway,GB,58.2093,-6.3865,48.16,80,99,12.66,overcast clouds
601,Jackson,US,42.4165,-122.8345,54.14,55,100,6.91,overcast clouds
602,Nome,US,64.5011,-165.4064,19.47,38,0,13.8,clear sky
603,Samsun,TR,41.25,36.3333,38.98,56,75,13.8,broken clouds
604,Caravelas,BR,-17.7125,-39.2481,81.25,72,100,6.93,overcast clouds
605,Sao Raimundo Nonato,BR,-9.0153,-42.6994,92.43,31,46,8.28,light rain
606,Nuuk,GL,64.1835,-51.7216,9.21,78,75,21.85,broken clouds
607,Tula,RU,54.2044,37.6111,26.67,94,97,10.98,overcast clouds
608,Villa Constitucion,AR,-33.2278,-60.3297,83.1,30,0,4.52,clear sky
609,Luanda,AO,-8.8368,13.2343,80.6,83,20,6.91,few clouds
610,Marawi,PH,7.9986,124.2928,68.95,94,98,2.08,overcast clouds
611,Limbang,MY,4.75,115.0,77.11,99,100,1.83,overcast clouds
612,Sortland,NO,68.6949,15.4162,36.09,74,100,6.04,overcast clouds
613,Pochinok,RU,54.4068,32.4407,25.2,94,91,7.05,overcast clouds
614,Bagdarin,RU,54.4333,113.6,-6.88,97,95,5.1,overcast clouds
615,Senneterre,CA,48.3835,-77.2328,17.15,84,100,9.37,light snow
616,Naryan-Mar,RU,67.6713,53.087,-2.25,100,70,5.32,broken clouds
617,Susanville,US,40.4163,-120.653,48.04,48,20,15.99,few clouds
618,Ilhabela,BR,-23.7781,-45.3581,77.99,89,100,4.29,overcast clouds
619,Naranjal,EC,-2.6667,-79.6167,83.03,76,87,2.39,light rain
620,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,72,20,9.22,few clouds
621,Chara,RU,56.9064,118.2631,-4.59,91,100,1.21,overcast clouds
622,Harper,LR,4.375,-7.7169,80.62,83,87,9.04,overcast clouds
623,Penhold,CA,52.1334,-113.8687,29.84,99,100,5.37,overcast clouds
624,Pontianak,ID,-0.0333,109.3333,76.98,100,100,1.14,mist
625,Alofi,NU,-19.0595,-169.9187,80.49,83,40,6.91,scattered clouds
626,Hulan Ergi,CN,47.2042,123.6333,26.31,73,100,6.02,overcast clouds
627,Praia Da Vitoria,PT,38.7333,-27.0667,55.76,65,88,14.65,overcast clouds
628,Buraydah,SA,26.326,43.975,64.06,35,55,14.63,broken clouds
629,Izumo,JP,35.3667,132.7667,52.86,95,100,5.75,overcast clouds
630,Huilong,CN,31.8111,121.655,55.92,98,98,3.51,overcast clouds
631,Olinda,BR,-8.0089,-34.8553,83.93,74,40,8.05,scattered clouds
632,Garoua Boulai,CM,5.8833,14.55,76.71,44,63,3.24,broken clouds
633,Siljan,NO,59.2884,9.71,37.17,72,100,4.47,overcast clouds
634,Muritiba,BR,-12.9167,-39.25,81.57,66,6,9.78,clear sky
635,Tazovskiy,RU,67.4667,78.7,-16.06,100,97,6.82,overcast clouds
636,Sisimiut,GL,66.9395,-53.6735,-0.71,95,100,6.49,overcast clouds
637,Bajil,YE,15.0584,43.2851,80.28,63,91,4.97,overcast clouds
638,Hue,VN,16.4667,107.6,71.71,94,75,2.3,broken clouds
639,Mujiayingzi,CN,42.1167,118.7833,34.45,80,100,2.55,overcast clouds
640,Puerto Madryn,AR,-42.7692,-65.0385,82.94,18,16,19.71,few clouds
641,Yanam,IN,16.7333,82.2167,71.42,75,100,2.33,overcast clouds
642,Aykhal,RU,66.0,111.5,-22.86,100,72,3.27,broken clouds
643,Wabrzezno,PL,53.2799,18.9477,37.06,76,0,8.95,clear sky
644,Aloleng,PH,16.1307,119.7824,78.22,82,34,5.08,scattered clouds
645,Hongjiang,CN,27.11,109.9956,66.4,94,61,3.15,broken clouds
646,Port Hawkesbury,CA,45.6169,-61.3485,26.87,63,40,32.21,scattered clouds
647,Uvalde,US,29.3669,-99.767,66.31,24,0,10.36,clear sky
648,Bahir Dar,ET,11.5936,37.3908,71.51,55,89,3.91,light rain
649,Raduzhnyy,RU,62.0961,77.475,-3.15,100,100,4.0,overcast clouds
650,Conde,BR,-7.2597,-34.9075,83.66,74,40,9.22,scattered clouds
651,Deputatskiy,RU,69.3,139.9,-20.11,100,100,1.81,overcast clouds
652,Bosaso,SO,11.2842,49.1816,77.74,77,70,2.21,broken clouds
653,Eureka,US,40.8021,-124.1637,56.17,63,93,5.01,overcast clouds
654,Liverpool,GB,53.4106,-2.9779,48.65,80,20,6.91,few clouds
655,Quballat,TN,36.5418,9.6633,53.13,83,100,6.8,overcast clouds
656,Mokhsogollokh,RU,61.4681,128.9203,-0.06,98,100,2.42,overcast clouds
657,Felanitx,ES,39.4696,3.1483,58.95,88,100,3.91,overcast clouds
658,Khor,RU,47.8861,134.9464,11.64,99,100,3.02,overcast clouds
659,Balkhash,KZ,46.844,74.9804,35.98,87,81,8.12,broken clouds
660,Cajabamba,PE,-7.6167,-78.05,58.06,76,100,4.41,light rain
661,Danjiangkou,CN,32.5428,111.5086,64.24,84,86,3.42,light rain
662,Moranbah,AU,-22.0016,148.0466,68.81,85,76,12.48,broken clouds
663,Nova Olimpia,BR,-14.7972,-57.2881,82.17,83,90,3.27,overcast clouds
664,Puteyets,RU,65.1716,57.091,12.76,97,99,3.29,overcast clouds
665,Auki,SB,-8.7676,160.7034,76.64,85,96,3.83,overcast clouds
666,Tessalit,ML,20.1986,1.0114,79.07,8,0,8.01,clear sky
667,Lakatoro,VU,-16.0999,167.4164,81.48,79,37,4.88,scattered clouds
668,Ngunguru,NZ,-35.6167,174.5,68.34,74,32,11.83,scattered clouds
669,Chernenko,RU,44.365,39.3103,26.02,98,70,2.33,broken clouds
670,Odweyne,SO,9.4092,45.064,71.51,47,21,6.71,few clouds
671,That Phanom,TH,16.9364,104.7104,75.47,67,76,5.39,broken clouds
672,Dunedin,NZ,-45.8742,170.5036,59.81,71,1,5.01,clear sky
673,Sovetskiy,RU,61.3614,63.5842,8.37,94,100,7.56,overcast clouds
674,Andreapol,RU,56.6513,32.2664,26.56,96,83,4.81,broken clouds
675,Pandan,PH,14.0453,124.1694,77.36,89,81,6.31,broken clouds
676,Takapau,NZ,-40.0333,176.35,54.73,95,100,2.35,overcast clouds
677,La Grande,US,45.3246,-118.0877,46.02,65,100,8.23,overcast clouds
678,Vostok,RU,46.4856,135.8833,15.49,99,97,0.89,overcast clouds
679,Stykkisholmur,IS,65.0757,-22.7297,35.04,77,95,15.84,light snow
680,Ermelo,ZA,-26.5333,29.9833,63.16,60,81,3.78,broken clouds
681,Narsipatnam,IN,17.6667,82.6167,74.79,47,100,3.24,overcast clouds
682,Tshikapa,CD,-6.4167,20.8,70.14,90,66,1.1,broken clouds
683,Colac,AU,-38.3333,143.5833,61.83,95,97,3.8,moderate rain
684,Baoshan,CN,46.5586,131.4244,11.73,98,66,1.54,broken clouds
685,College,US,64.8569,-147.8028,7.12,46,20,4.61,few clouds
686,Uthal,PK,25.8072,66.6219,77.59,53,3,5.77,clear sky
687,Jacareacanga,BR,-6.2222,-57.7528,90.09,55,87,1.77,moderate rain
688,Mount Pleasant,US,32.7941,-79.8626,56.08,34,0,8.05,clear sky
689,Pimenta Bueno,BR,-11.6725,-61.1936,81.09,89,99,2.19,light rain
690,Chatham,GB,51.3789,0.5279,49.1,72,100,1.01,overcast clouds
691,Jawa,JO,31.8525,35.9393,38.98,87,40,18.41,dust
692,Bitung,ID,1.4451,125.1824,76.05,82,100,4.47,light rain
693,Peleduy,RU,59.6289,112.7406,-5.64,100,100,1.81,overcast clouds
694,Neuquen,AR,-38.9516,-68.0591,85.89,30,0,11.5,clear sky
