City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
131,Camacha,PT,2022-03-13 02:41:58,33.0833,-16.3333,58.42,82,20,13.8
132,Acapulco,MX,2022-03-13 02:41:58,16.8634,-99.8901,75.4,79,35,4.7
133,Chokurdakh,RU,2022-03-13 02:41:58,70.6333,147.9167,-7.51,91,100,4.47
134,Cibitoke,BI,2022-03-13 02:41:59,-2.8833,29.25,61.21,94,100,2.64
135,Olafsvik,IS,2022-03-13 02:41:59,64.8945,-23.7142,36.99,60,96,18.12
136,Yashkul,RU,2022-03-13 02:42:00,46.1711,45.3435,22.57,70,93,7.52
137,Fortuna,US,2022-03-13 02:42:00,40.5982,-124.1573,53.94,82,100,20.71
138,Nikolskoye,RU,2022-03-13 02:42:00,59.7035,30.7861,30.78,98,100,4.0
139,Luderitz,NA,2022-03-13 02:42:01,-26.6481,15.1594,63.19,94,17,11.14
140,Porto Walter,BR,2022-03-13 02:42:01,-8.2686,-72.7439,72.81,99,100,1.03
141,Kaminskiy,RU,2022-03-13 02:42:02,57.1516,41.4732,25.14,96,100,6.33
142,Toguchin,RU,2022-03-13 02:42:02,55.2353,84.3858,0.07,94,93,7.27
143,Tiksi,RU,2022-03-13 02:42:02,71.6872,128.8694,-13.11,96,47,2.62
144,Wesley,DM,2022-03-13 02:42:03,15.5667,-61.3167,75.99,77,100,17.98
145,Mandiana,GN,2022-03-13 02:42:03,10.6333,-8.6833,78.76,21,99,4.63
146,Bandarbeyla,SO,2022-03-13 02:42:04,9.4942,50.8122,75.97,75,68,11.16
147,Doha,QA,2022-03-13 02:38:10,25.2867,51.5333,67.98,75,0,6.91
148,Nageshwari,BD,2022-03-13 02:42:04,25.9377,89.7148,80.44,25,98,4.54
149,Ketchikan,US,2022-03-13 02:42:04,55.3422,-131.6461,43.27,81,0,3.44
150,Holland,US,2022-03-13 02:42:05,42.7875,-86.1089,21.38,65,75,6.91
151,Touros,BR,2022-03-13 02:42:05,-5.1989,-35.4608,78.87,79,96,6.89
152,Magnolia,US,2022-03-13 02:42:06,33.2671,-93.2393,35.29,94,3,3.47
153,Oussouye,SN,2022-03-13 02:42:06,12.485,-16.5469,71.78,63,5,4.92
154,Pipar,IN,2022-03-13 02:42:07,26.3856,73.5378,79.48,20,0,6.82
155,Walla Walla,US,2022-03-13 02:38:59,46.0646,-118.343,59.77,38,100,0.0
156,Yellowknife,CA,2022-03-13 02:42:07,62.456,-114.3525,0.41,83,75,8.05
157,Pevek,RU,2022-03-13 02:42:08,69.7008,170.3133,-5.58,98,99,1.9
158,Ust-Kan,RU,2022-03-13 02:42:08,50.9276,84.761,17.78,92,97,3.04
159,Oksfjord,NO,2022-03-13 02:42:09,70.2396,22.3479,33.87,93,98,10.67
160,Tasiilaq,GL,2022-03-13 02:42:09,65.6145,-37.6368,30.36,96,100,12.08
161,Coahuayana,MX,2022-03-13 02:42:10,18.7333,-103.6833,67.57,89,0,1.03
162,Geraldton,AU,2022-03-13 02:42:11,-28.7667,114.6,79.21,50,29,8.05
163,Sisimiut,GL,2022-03-13 02:42:12,66.9395,-53.6735,-4.81,97,100,4.72
164,Cubuk,TR,2022-03-13 02:42:12,40.2386,33.0322,22.75,86,40,9.22
165,Tepu,RO,2022-03-13 02:42:12,45.9667,27.3667,30.18,56,100,7.0
166,Bougouni,ML,2022-03-13 02:42:13,11.417,-7.479,78.08,19,100,4.25
167,Sheridan,US,2022-03-13 02:42:13,44.8333,-106.9173,46.78,39,0,13.8
168,Manavalakurichi,IN,2022-03-13 02:42:14,8.1333,77.3,81.32,56,97,5.55
169,Esfarayen,IR,2022-03-13 02:42:14,37.0765,57.5101,44.26,62,99,0.2
170,Stokmarknes,NO,2022-03-13 02:42:14,68.5646,14.9108,35.58,75,30,6.87
171,Hasaki,JP,2022-03-13 02:42:15,35.7333,140.8333,61.29,69,100,7.83
172,Radzyn Podlaski,PL,2022-03-13 02:42:15,51.7833,22.6167,29.46,55,73,5.57
173,Longyearbyen,SJ,2022-03-13 02:41:56,78.2186,15.6401,19.24,93,40,3.44
174,Port-Gentil,GA,2022-03-13 02:42:16,-0.7193,8.7815,78.53,84,100,12.71
175,Ust-Kuyga,RU,2022-03-13 02:42:16,70.0167,135.6,-4.18,91,100,6.08
176,Bethel,US,2022-03-13 02:42:17,41.3712,-73.414,24.89,59,20,14.97
177,Itaituba,BR,2022-03-13 02:38:51,-4.2761,-55.9836,73.92,93,57,0.89
178,Burnie,AU,2022-03-13 02:42:17,-41.0667,145.9167,71.92,68,5,6.17
179,Aloleng,PH,2022-03-13 02:42:18,16.1307,119.7824,84.34,66,100,7.74
180,Turukhansk,RU,2022-03-13 02:42:18,65.8167,87.9833,-11.2,95,92,5.28
181,Upernavik,GL,2022-03-13 02:42:19,72.7868,-56.1549,-17.34,100,100,6.62
182,Saskylakh,RU,2022-03-13 02:42:19,71.9167,114.0833,-12.66,94,96,2.8
183,Ngawi,ID,2022-03-13 02:42:19,-7.4038,111.4461,84.09,77,100,1.39
184,Pocone,BR,2022-03-13 02:42:20,-16.2567,-56.6228,72.77,95,100,3.83
185,Pimentel,PE,2022-03-13 02:42:20,-6.8367,-79.9342,73.36,78,69,7.99
186,Bonavista,CA,2022-03-13 02:42:21,48.6499,-53.1147,37.49,96,100,41.0
187,Hamilton,US,2022-03-13 02:42:21,39.1834,-84.5333,23.63,58,0,12.66
188,Sola,VU,2022-03-13 02:42:21,-13.8833,167.55,82.04,70,100,6.4
189,Kysyl-Syr,RU,2022-03-13 02:42:22,63.8986,122.7617,1.47,91,97,4.38
190,Vila Do Maio,CV,2022-03-13 02:42:22,15.1333,-23.2167,74.19,72,1,17.76
191,Bosaso,SO,2022-03-13 02:42:23,11.2842,49.1816,74.88,73,17,3.47
192,Urzhum,RU,2022-03-13 02:42:24,57.1141,49.9996,3.4,99,84,5.3
193,Awjilah,LY,2022-03-13 02:42:25,29.1081,21.2869,51.66,59,76,8.46
194,Preeceville,CA,2022-03-13 02:42:25,51.95,-102.6677,19.72,86,76,16.98
195,Dakar,SN,2022-03-13 02:41:18,14.6937,-17.4441,68.88,77,5,13.8
196,Lindon,US,2022-03-13 02:39:47,40.3433,-111.7208,44.29,57,0,0.0
197,Ribeira Grande,PT,2022-03-13 02:42:26,38.5167,-28.7,57.72,61,37,14.52
198,Muros,ES,2022-03-13 02:42:26,42.7762,-9.0603,44.69,92,35,11.03
199,Avarua,CK,2022-03-13 02:41:15,-21.2078,-159.775,84.25,74,20,6.91
200,Pasni,PK,2022-03-13 02:42:26,25.2631,63.471,76.87,59,62,5.37
201,Saquena,PE,2022-03-13 02:42:27,-4.6667,-73.5167,73.38,99,100,0.76
202,Cayenne,GF,2022-03-13 02:40:42,4.9333,-52.3333,76.08,1,75,5.99
203,Bay Roberts,CA,2022-03-13 02:42:28,47.5999,-53.2648,49.03,92,100,11.01
204,Andenes,NO,2022-03-13 02:42:28,69.3143,16.1194,33.78,93,73,11.5
205,Sao Miguel Do Araguaia,BR,2022-03-13 02:42:28,-13.275,-50.1628,72.77,94,100,2.17
206,Los Llanos De Aridane,ES,2022-03-13 02:42:29,28.6585,-17.9182,59.13,83,0,4.61
207,Laguna,US,2022-03-13 02:38:59,38.421,-121.4238,62.74,30,0,11.5
208,Atar,MR,2022-03-13 02:42:29,20.5169,-13.0499,68.18,12,0,7.9
209,Coihaique,CL,2022-03-13 02:42:30,-45.5752,-72.0662,55.35,71,0,3.44
210,Saint-Philippe,RE,2022-03-13 02:42:30,-21.3585,55.7679,74.79,88,69,14.56
211,Severo-Kurilsk,RU,2022-03-13 02:42:31,50.6789,156.125,32.65,84,86,8.01
212,Port Blair,IN,2022-03-13 02:42:31,11.6667,92.75,82.44,83,40,4.61
213,Yulara,AU,2022-03-13 02:42:31,-25.2406,130.9889,94.84,11,40,9.22
214,San Pedro,PH,2022-03-13 02:42:09,14.35,121.0167,84.34,74,75,3.44
215,Makakilo City,US,2022-03-13 02:42:32,21.3469,-158.0858,82.72,47,0,14.97
216,Villanueva,HN,2022-03-13 02:42:32,15.3167,-88.0,77.04,83,40,5.75
217,Aykhal,RU,2022-03-13 02:42:33,66.0,111.5,-8.57,92,93,1.21
218,Rypin,PL,2022-03-13 02:42:33,53.066,19.4094,31.23,45,0,5.88
219,Teguise,ES,2022-03-13 02:42:35,29.0605,-13.564,59.22,72,0,4.61
220,Iwanai,JP,2022-03-13 02:39:20,42.9744,140.5089,39.92,73,51,3.49
221,Marawi,PH,2022-03-13 02:42:36,7.9986,124.2928,80.35,72,32,2.59
222,Te Anau,NZ,2022-03-13 02:42:36,-45.4167,167.7167,66.27,48,0,3.13
223,Brae,GB,2022-03-13 02:42:36,60.3964,-1.353,44.82,90,100,19.77
224,Broome,US,2022-03-13 02:42:37,42.2506,-75.833,18.14,76,75,17.27
225,Beroroha,MG,2022-03-13 02:42:37,-21.6667,45.1667,70.86,78,97,4.56
226,Kahului,US,2022-03-13 02:40:19,20.8947,-156.47,84.22,54,20,21.85
227,Ahuimanu,US,2022-03-13 02:40:38,21.4447,-157.8378,83.91,59,20,14.97
228,Mapimi,MX,2022-03-13 02:42:38,25.8167,-103.85,50.05,31,12,7.2
229,Florianopolis,BR,2022-03-13 02:42:38,-27.6146,-48.5012,67.37,95,75,8.05
230,Thinadhoo,MV,2022-03-13 02:42:38,0.5333,72.9333,83.71,66,20,9.84
231,Lashio,MM,2022-03-13 02:42:39,22.9333,97.75,86.7,23,10,1.14
232,Botiza,RO,2022-03-13 02:42:39,47.6667,24.15,26.46,64,99,1.68
233,Hoa Binh,VN,2022-03-13 02:42:40,20.8133,105.3383,72.54,87,100,3.76
234,Kupang,ID,2022-03-13 02:42:40,-10.1667,123.5833,85.87,70,92,1.43
235,Walvis Bay,NA,2022-03-13 02:42:41,-22.9575,14.5053,65.08,94,89,11.5
236,Airai,TL,2022-03-13 02:42:41,-8.9266,125.4092,73.08,70,82,2.51
237,Payson,US,2022-03-13 02:42:42,40.0444,-111.7321,44.08,49,0,0.0
238,Grindavik,IS,2022-03-13 02:42:42,63.8424,-22.4338,33.91,93,75,8.05
239,Vestmannaeyjar,IS,2022-03-13 02:42:42,63.4427,-20.2734,39.18,55,99,9.89
240,Bengkulu,ID,2022-03-13 02:42:43,-3.8004,102.2655,79.74,81,100,2.59
241,Graaff-Reinet,ZA,2022-03-13 02:42:43,-32.2522,24.5308,72.91,71,96,5.88
242,Shestakovo,RU,2022-03-13 02:42:44,56.4915,103.96,5.38,86,100,2.91
243,Ozernovskiy,RU,2022-03-13 02:42:44,51.5,156.5167,31.26,79,98,3.24
244,Mehamn,NO,2022-03-13 02:42:45,71.0357,27.8492,30.88,93,85,9.06
245,Lorengau,PG,2022-03-13 02:42:45,-2.0226,147.2712,85.95,67,100,7.02
246,Kijang,KR,2022-03-13 02:42:46,35.2442,129.2139,62.33,87,100,15.23
247,Lundazi,ZM,2022-03-13 02:42:46,-12.2929,33.1782,61.39,97,100,1.99
248,Pisco,PE,2022-03-13 02:42:47,-13.7,-76.2167,69.85,83,0,8.05
249,Bull Savanna,JM,2022-03-13 02:42:47,17.8868,-77.5902,73.22,83,1,4.09
250,Cornwall,CA,2022-03-13 02:42:48,45.0181,-74.7281,19.78,42,100,14.97
251,Kasongo-Lunda,CD,2022-03-13 02:42:48,-6.4667,16.8167,69.58,99,100,1.63
252,Ahipara,NZ,2022-03-13 02:42:48,-35.1667,173.1667,70.86,86,45,2.24
253,Cavalcante,BR,2022-03-13 02:42:49,-13.7975,-47.4583,68.29,86,11,0.51
254,Mantua,IT,2022-03-13 02:42:49,45.1667,10.7833,34.84,68,11,1.01
255,Grootfontein,NA,2022-03-13 02:42:50,-19.5667,18.1167,62.17,100,97,0.0
256,Ratnagiri,IN,2022-03-13 02:42:50,16.9833,73.3,83.07,42,61,5.53
257,Conceicao Do Araguaia,BR,2022-03-13 02:42:50,-8.2578,-49.2647,72.72,93,98,1.41
258,Maarianhamina,AX,2022-03-13 02:42:50,60.0973,19.9348,22.86,100,0,0.0
259,Leningradskiy,RU,2022-03-13 02:42:51,69.3833,178.4167,1.56,90,9,5.7
260,Kloulklubed,PW,2022-03-13 02:42:51,7.0419,134.2556,81.1,77,60,12.41
261,Vianopolis,BR,2022-03-13 02:42:52,-16.7419,-48.5164,65.32,87,96,1.95
262,Mbandaka,CD,2022-03-13 02:42:52,0.0487,18.2603,71.31,91,100,3.04
263,Kiruna,SE,2022-03-13 02:42:53,67.8557,20.2251,20.32,100,100,5.75
264,Kyra,RU,2022-03-13 02:42:53,49.5776,111.9753,23.11,52,100,4.45
265,Strezhevoy,RU,2022-03-13 02:42:54,60.7333,77.5889,-1.8,99,100,4.85
266,Kavaratti,IN,2022-03-13 02:42:54,10.5669,72.642,82.27,74,3,6.2
267,Sharlyk,RU,2022-03-13 02:42:54,52.9167,54.75,-8.41,92,46,1.68
268,Abbeville,FR,2022-03-13 02:38:21,50.1,1.8333,49.24,82,95,14.45
269,Narayangarh,IN,2022-03-13 02:42:55,30.4833,77.1333,70.5,42,0,3.56
270,Henties Bay,NA,2022-03-13 02:42:55,-22.116,14.2845,64.27,94,100,7.67
271,Manmad,IN,2022-03-13 02:42:56,20.25,74.45,79.81,18,0,7.45
272,Nizwa,OM,2022-03-13 02:42:56,22.9333,57.5333,74.57,36,10,1.39
273,Tefe,BR,2022-03-13 02:42:57,-3.3542,-64.7114,72.7,96,68,0.51
274,Narsaq,GL,2022-03-13 02:42:57,60.9167,-46.05,14.22,81,100,4.16
275,Ulaanbaatar,MN,2022-03-13 02:40:23,47.9077,106.8832,23.13,80,75,2.24
276,Mackay,AU,2022-03-13 02:38:31,-21.15,149.2,86.68,58,40,18.41
277,Meulaboh,ID,2022-03-13 02:42:58,4.1363,96.1285,83.35,72,51,2.8
278,Vila Velha,BR,2022-03-13 02:42:58,-20.3297,-40.2925,80.55,89,75,5.75
279,Turayf,SA,2022-03-13 02:42:59,31.6725,38.6637,37.65,87,0,4.61
280,Hofn,IS,2022-03-13 02:42:59,64.2539,-15.2082,36.95,71,99,6.71
281,Tias,ES,2022-03-13 02:43:00,28.9611,-13.645,60.48,72,0,4.61
282,Tupanatinga,BR,2022-03-13 02:43:00,-8.7533,-37.3397,69.84,85,100,5.48
283,Arlit,NE,2022-03-13 02:43:01,18.7369,7.3853,68.25,14,0,8.34
284,Katsuura,JP,2022-03-13 02:43:01,35.1333,140.3,62.78,58,100,11.81
285,Saint-Augustin,CA,2022-03-13 02:43:02,51.226,-58.6502,32.77,99,100,20.47
286,Paamiut,GL,2022-03-13 02:43:02,61.994,-49.6678,8.08,92,100,7.81
287,Mahebourg,MU,2022-03-13 02:43:02,-20.4081,57.7,79.09,94,75,11.5
288,Kodinsk,RU,2022-03-13 02:43:03,58.6881,99.1844,-1.66,94,100,2.3
289,Bandrele,YT,2022-03-13 02:43:03,-12.9067,45.1914,80.35,83,75,4.61
290,Virden,US,2022-03-13 02:43:04,39.5009,-89.7679,24.85,65,10,7.99
291,Zelenokumsk,RU,2022-03-13 02:43:04,44.4069,43.8806,23.95,72,97,2.37
292,Keti Bandar,PK,2022-03-13 02:43:05,24.1447,67.4497,77.9,67,2,10.85
293,Cururupu,BR,2022-03-13 02:43:05,-1.8283,-44.8683,73.6,93,100,2.51
